SITE LOCATION,SITE NAME,planting_location_code,planting_relationships,YEAR,HISTORICAL PRESENCE,DATA TYPE,WATER BODY,SVMP REGION,PROJECT NAME,FUNDING SOURCE,FUNDING SOURCE PROGRAM,CONTRACT 1,CONTRACT 1,CONTRACT 2,CONTRACT 2,CITATION,ACTIVITY TYPE,ACTIVITY FILTER,PLANTING DATE,LATITUDE,LONGITUDE,data_type,retain_drop,DATUM,ELEVATION,PLANTING METHOD,planting_method,PARALLEL SIDE,PERPENDICULAR SIDE,PLOT AREA,PLANTED AREA,EFFECTIVE AREA PLANTED,# OF PLANTING UNITS,# OF SHOOTS,PLOT SHOOT DENSITY ,FOOTPRINT (planted) SHOOT DENSITY ,EFFECTIVE SHOOT DENSITY ,DONOR SITE NAME,NOTES
Delano Beach,Delano Beach - SW - HC - large - 2016,DEL_P1,single,2016,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.",polygon,Carr Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072, IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",large scale,--,2016-06-14,47.25754,-122.73814,polygon,retain,WGS84,,,burlap,,,0,,,,,,,,,
Delano Beach,Delano Beach - NE - HC - large - 2016,DEL_P1,single,2016,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.",polygon,Carr Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072, IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",large scale,--,2016-06-14,47.25784,-122.73817,polygon,retain,WGS84,,,burlap,,,0,,,,,,,,,
Delano Beach,Delano Beach - NW - HC - large - 2016,DEL_P1,single,2016,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.",polygon,Carr Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072, IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",large scale,--,2016-06-14,47.25784,-122.73824,polygon,retain,WGS84,,,burlap,,,0,,,,,,,,,
Elwha Delta,Elwha Delta - north - PNNL - test - 2016,ELW_north,single,2016,,line,Elwha Delta,SJS,Puget Sound Eelgrass Restoration: 3 deltas,USACE,USACE,W912DW-14-2-0009 (93-099566),IAA 15-45,PNNL,93-099661,,test,test,2016-08-11,48.14630,-123.63683,point,retain,WGS84,-4.7,rebar,rebar,2,2,4,4,0.50,20,500,125,125,1000,,see comments on Questions & Follow-up worksheet
Elwha Delta,Elwha Delta - deep west - PNNL - test - 2016,ELW_deep_west,single,2016,,line,Elwha Delta,SJS,Puget Sound Eelgrass Restoration: 3 deltas,USACE,USACE,W912DW-14-2-0009 (93-099566),IAA 15-45,PNNL,93-099661,,test,test,2016-08-11,48.13750,-123.58700,point,retain,WGS84,-4.7,rebar,rebar,2,2,4,4,0.50,20,500,125,125,1000,,see comments on Questions & Follow-up worksheet
Elwha Delta,Elwha Delta - shallow - PNNL - test - 2016,ELW_shallow,single,2016,,line,Elwha Delta,SJS,Puget Sound Eelgrass Restoration: 3 deltas,USACE,USACE,W912DW-14-2-0009 (93-099566),IAA 15-45,PNNL,93-099661,,test,test,2016-08-11,48.13720,-123.58690,point,retain,WGS84,-3.9,rebar,rebar,2,2,4,4,0.55,22,550,138,138,1000,,see  comments on Questions & Follow-up worksheet 
Graham Point,Graham Point - DNR - test - chia -2016,GRA_2,single,2016,,point,Pickering Passage,SPS,,DNR,Nearshore Habitat Program,,,,,,test,test,2016-07-21,,,point,drop,,-0.2,rebar,rebar,0.25,9,2.25,0.25,1.26,50,201,89,804,160,DuPont Wharf,"planted 0.0625 m2 rebar quads at 0 m, -0.2 m, -0.3 m & -0.4 m (4 total 0.0625 m2 quads)"
Joemma Beach State Park,Joemma Beach State Park North - north - HC - test - 2016,JSP_north,single,2016,,point,Case Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072, IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",test,test,2016-05-17,47.22589,-122.81332,line,retain,WGS84,-2.0,burlap,burlap,25,5,125,75,9.75,156,780,6,10,80,Rocky Bay,transect line that includes 3 test plots
Joemma Beach State Park,Joemma Beach State Park North - north - HC - test - 2016,JSP_north,single,2016,,point,Case Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072, IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",test,--,2016-05-17,47.22580,-122.81301,line,retain,WGS84,,,burlap,,,0,,,,,,,,,
Joemma Beach State Park,Joemma Beach State Park South - SE - HC - large 1 - 2016,JSP_south_P1,single,2016,,polygon,Case Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072, IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",large scale,large scale,2016-07-25,47.22180,-122.80988,polygon,retain,WGS84,-1.5,burlap,burlap,20,8,160,60,60.00,960,20260,127,338,338,Rocky Bay,
Joemma Beach State Park,Joemma Beach State Park South - SW - HC - large 1 - 2016,JSP_south_P1,single,2016,,polygon,Case Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072, IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",large scale,--,2016-07-25,47.22174,-122.80997,polygon,retain,WGS84,,,burlap,,,0,,,,,,,,,
Joemma Beach State Park,Joemma Beach State Park South - NE - HC - large 1 - 2016,JSP_south_P1,single,2016,,polygon,Case Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072, IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",large scale,--,2016-07-25,47.22199,-122.80993,polygon,retain,WGS84,,,burlap,,,0,,,,,,,,,
Joemma Beach State Park,Joemma Beach State Park South - NW - HC - large 1 - 2016,JSP_south_P1,single,2016,,polygon,Case Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072, IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",large scale,--,2016-07-25,47.22197,-122.81002,polygon,retain,WGS84,,,burlap,,,0,,,,,,,,,
McNeil Island,South Shore -PNNL - test - 1 - (eastern most) - 2016,MCN_south_1,single,2016,,point,Carr Inlet,SPS,Eelgrass Recovery in PS,USFWS,USFWS,WA F16AP00163 AL,,PNNL,93-094344,,test,test,2016-09-21,47.19153,-122.67190,point,retain,WGS84,-1.6,rebar,rebar,2.5,2.5,6.25,6.25,0.50,20,500,80,80,1000,Sandy Point,
McNeil Island,South Shore - PNNL - test - 2  - (middle) - 2016,MCN_south_2,single,2016,,point,Carr Inlet,SPS,Eelgrass Recovery in PS,USFWS,USFWS,WA F16AP00163 AL,,PNNL,93-094344,,test,test,2016-09-21,47.19160,-122.67108,point,retain,WGS84,-1.8,rebar,rebar,2.5,2.5,6.25,6.25,0.50,20,500,80,80,1000,Sandy Point,
McNeil Island,South Shore - PNNL - test - 3  - (western most) - 2016,MCN_south_3,single,2016,,point,Carr Inlet,SPS,Eelgrass Recovery in PS,USFWS,USFWS,WA F16AP00163 AL,,PNNL,93-094344,,test,test,2016-09-21,47.19245,-122.66495,point,retain,WGS84,-1.7,rebar,rebar,2.5,2.5,6.25,6.25,0.50,20,500,80,80,1000,Sandy Point,
McNeil Island,Still Harbor - PNNL - test - 1  - (southern most) - 2016,MCN_still_1,single,2016,,point,Carr Inlet,SPS,Eelgrass Recovery in PS,USFWS,USFWS,WA F16AP00163 AL,,PNNL,93-094344,,test,test,2016-09-21,47.21848,-122.66787,point,retain,WGS84,-1.8,rebar,rebar,2.5,2.5,6.25,6.25,0.50,20,500,80,80,1000,Sandy Point,
McNeil Island,Still Harbor - PNNL - test - 2  - rebar (northern most) - 2016,MCN_still_2,colocated,2016,,point,Carr Inlet,SPS,Eelgrass Recovery in PS,USFWS,USFWS,WA F16AP00163 AL,,PNNL,93-094344,,test,test,2016-09-21,47.22033,-122.66727,point,retain,WGS84,-1.8,rebar,rebar,2.5,2,5,5,0.50,20,500,100,100,1000,Sandy Point,side by side plantings using 2 methods. 
McNeil Island,Still Harbor - PNNL - test - 2  - staple (northern most) - 2016,MCN_still_2,colocated,2016,,point,Carr Inlet,SPS,Eelgrass Recovery in PS,USFWS,USFWS,WA F16AP00163 AL,,PNNL,93-094344,,test,test,2016-09-21,47.22033,-122.66727,point,retain,WGS84,-1.8,staple,staple,2.5,2,5,5,0.63,125,500,100,100,800,Sandy Point,side by side plantings using 2 methods. 
Penrose State Park,Penrose North - HC - test - 2016,PEN_L1,single,2016,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.",point,Carr Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072, IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",test,test,2016-05-20,47.26407,-122.73926,point,retain,WGS84,-2.0,burlap,burlap,5,5,25,39,9.75,156,780,31,20,80,Rocky Bay,transect line that includes 3 test plots
Quilcene Bay,Quilcene Delta - PNNL - Northern line test plot 1 (inshore) - 2016,QLC_north1,single,2016,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.",point,Quilcene Bay,HDC,Puget Sound Eelgrass Restoration: 3 deltas,USACE,USACE,W912DW-14-2-0009 (93-099566),IAA 15-45,PNNL,93-099661,,test,test,2016-06-30,47.79908,-122.84872,point,retain,WGS84,-1.6,staple,staple,2,2,4,4,0.30,60,240,60,60,800,Quilcene Bay,
Quilcene Bay,Quilcene Delta - PNNL - Northern line test plot 2 - 2016,QLC_north2,single,2016,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.",point,Quilcene Bay,HDC,Puget Sound Eelgrass Restoration: 3 deltas,USACE,USACE,W912DW-14-2-0009 (93-099566),IAA 15-45,PNNL,93-099661,,test,test,2016-06-30,47.79915,-122.84875,point,retain,WGS84,-1.7,staple,staple,2,2,4,4,0.30,60,240,60,60,800,Quilcene Bay,
Quilcene Bay,Quilcene Delta - PNNL - Northern line test plot 3 (offshore) - 2016,QLC_north3,single,2016,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.",point,Quilcene Bay,HDC,Puget Sound Eelgrass Restoration: 3 deltas,USACE,USACE,W912DW-14-2-0009 (93-099566),IAA 15-45,PNNL,93-099661,,test,test,2016-06-30,47.79917,-122.84880,point,retain,WGS84,,staple,staple,2,2,4,4,0.30,60,240,60,60,800,Quilcene Bay,
Quilcene Bay,Quilcene Delta - PNNL - Middle line test plot 1 (inshore) - 2016,QLC_mid1,single,2016,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.",point,Quilcene Bay,HDC,Puget Sound Eelgrass Restoration: 3 deltas,USACE,USACE,W912DW-14-2-0009 (93-099566),IAA 15-45,PNNL,93-099661,,test,test,2016-06-30,47.79803,-122.84952,point,retain,WGS84,-1.4,staple,staple,2,2,4,4,0.30,60,240,60,60,800,Quilcene Bay,
Quilcene Bay,Quilcene Delta - PNNL - Middle line test plot 2 - 2016,QLC_mid2,single,2016,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.",point,Quilcene Bay,HDC,Puget Sound Eelgrass Restoration: 3 deltas,USACE,USACE,W912DW-14-2-0009 (93-099566),IAA 15-45,PNNL,93-099661,,test,test,2016-06-30,47.79808,-122.84958,point,retain,WGS84,-1.8,staple,staple,2,2,4,4,0.30,60,240,60,60,800,Quilcene Bay,
Quilcene Bay,Quilcene Delta - PNNL - Middle line test plot 3 (offshore) - 2016,QLC_mid3,single,2016,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.",point,Quilcene Bay,HDC,Puget Sound Eelgrass Restoration: 3 deltas,USACE,USACE,W912DW-14-2-0009 (93-099566),IAA 15-45,PNNL,93-099661,,test,test,2016-06-30,47.79812,-122.84960,point,retain,WGS84,-2.1,staple,staple,2,2,4,4,0.30,60,240,60,60,800,Quilcene Bay,
Quilcene Bay,Quilcene Delta - PNNL - Southern line test plot 1 (inshore) - 2016,QLC_south1,single,2016,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.",point,Quilcene Bay,HDC,Puget Sound Eelgrass Restoration: 3 deltas,USACE,USACE,W912DW-14-2-0009 (93-099566),IAA 15-45,PNNL,93-099661,,test,test,2016-06-30,47.79665,-122.85013,point,retain,WGS84,-1.2,staple,staple,2,2,4,4,0.30,60,240,60,60,800,Quilcene Bay,
Quilcene Bay,Quilcene Delta - PNNL - Southern line test plot 2 - 2016,QLC_south2,single,2016,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.",point,Quilcene Bay,HDC,Puget Sound Eelgrass Restoration: 3 deltas,USACE,USACE,W912DW-14-2-0009 (93-099566),IAA 15-45,PNNL,93-099661,,test,test,2016-06-30,47.79668,-122.85020,point,retain,WGS84,-1.5,staple,staple,2,2,4,4,0.30,60,240,60,60,800,Quilcene Bay,
Quilcene Bay,Quilcene Delta - PNNL - Southern line test plot 3 (offshore) - 2016,QLC_south3,single,2016,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.",point,Quilcene Bay,HDC,Puget Sound Eelgrass Restoration: 3 deltas,USACE,USACE,W912DW-14-2-0009 (93-099566),IAA 15-45,PNNL,93-099661,,test,test,2016-06-30,47.79668,-122.85023,point,retain,WGS84,-2.1,staple,staple,2,2,4,4,0.30,60,240,60,60,800,Quilcene Bay,
Skagit Delta,Skagit Delta - PNNL - test - 1 - 2016,SKG_1,single,2016,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.
SVMP Program",point,Skagit Bay ,SWH,Puget Sound Eelgrass Restoration: 3 deltas,USACE,USACE,W912DW-14-2-0009 (93-099566),IAA 15-45,PNNL,93-099661,,test,test,2016-09-08,48.34711,-122.54137,point,retain,WGS84,-0.7,rebar,rebar,2,2,4,4,0.50,20,500,125,125,1000,Skagit Bay,screw anchors 3 meters apart
Skagit Delta,Skagit Delta - PNNL - test - 2 - 2016,SKG_2,single,2016,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.
SVMP Program",point,Skagit Bay ,SWH,Puget Sound Eelgrass Restoration: 3 deltas,USACE,USACE,W912DW-14-2-0009 (93-099566),IAA 15-45,PNNL,93-099661,,test,test,2016-09-08,48.34757,-122.54205,point,retain,WGS84,-0.7,rebar,rebar,2,2,4,2,0.50,20,500,125,250,1000,Skagit Bay,screw anchors 2 meters apart
Skagit Delta,Skagit Delta - PNNL - test - 5 - 2016,SKG_5,single,2016,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.
SVMP Program",point,Skagit Bay ,SWH,Puget Sound Eelgrass Restoration: 3 deltas,USACE,USACE,W912DW-14-2-0009 (93-099566),IAA 15-45,PNNL,93-099661,,test,test,2016-09-09,48.34820,-122.54325,point,retain,WGS84,-0.4,rebar,rebar,1.5,2,3,3,0.40,16,400,133,133,1000,Skagit Bay,screw anchors 1.5 meters apart
Skagit Delta,Skagit Delta - PNNL - test - 6 - 2016,SKG_6,single,2016,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.
SVMP Program",point,Skagit Bay ,SWH,Puget Sound Eelgrass Restoration: 3 deltas,USACE,USACE,W912DW-14-2-0009 (93-099566),IAA 15-45,PNNL,93-099661,,test,test,2016-09-09,48.34820,-122.54382,point,retain,WGS84,-0.5,rebar,rebar,1.5,2,3,3,0.40,16,400,133,133,1000,Skagit Bay,screw anchors 1.5 meters apart
Taylor Bay,Taylor Bay North - HC - test - 2016,TAY_L1,single,2016,,point,Case Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072, IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",test,test,2016-05-19,47.18309,-122.77779,line,retain,WGS84,-2.0,burlap,burlap,25,5,125,75,9.75,156,780,6,10,80,Rocky Bay,transect line that includes 3 test plots
Taylor Bay,Taylor Bay South - HC - test - 2016,TAY_L1,single,2016,,point,Case Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072, IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",test,--,2016-05-19,47.18286,-122.77778,line,retain,WGS84,,,burlap,,,0,,,,,,,,,
Zangle Cove,Zangle Cove - DNR - test - 1 Chia - 2016,ZAN_3,single,2016,personal observation,point,Dana Passage,SPS,,DNR,Aquatic Restoration Program,,,,,,test,test,2016-06-06,47.14564,-122.89326,point,retain,WGS84,,rebar,rebar,0.25,0.25,0.0625,0.0625,0.03,1,40,640,640,1600,DuPont Wharf,"1, 0.0625 m2 rebar quads planted and PAR sensor installed ~ 2 m away"
Zangle Cove,Zangle Cove - DNR - test - 4 Chia - 2016,ZAN_4,single,2016,personal observation,point,Dana Passage,SPS,,DNR,Aquatic Restoration Program,,,,,,test,test,2016-07-21,47.14549,-122.89373,point,retain,WGS84,-0.5,rebar,rebar,4,0.25,1,0.19,0.10,4,200,200,"1,053",2000,DuPont Wharf,"4, 0.0625 m2 rebar quads planted (chia pets)"
Anderson Island,Anderson Island West - North - south - HC - test - 2017,AND_west_L1,single,2017,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.",point,Drayton Passage,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072,IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",test,test,2017-05-05,47.18183,-122.71405,line,retain,WGS84,-1.6,turf,turf,10,1,10,6,0.87,87,869,87,145,999,Rocky Bay,Referred to as 'Anderson Island West 1' in final report. Turfs plant 5-15 shoots per staple (X= ~10 shoots/staple). Estimated number of PUs at test-transplant site as 869/10 = 87.
Anderson Island,Anderson Island West - North - north - HC - test - 2017,AND_west_L1,single,2017,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.",point,Drayton Passage,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072,IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",test,--,2017-05-05,47.18186,-122.71403,line,retain,WGS84,,,turf,,,0,,,,,,,,,
Anderson Island,Anderson Island West - South - south - HC - test - 2017,AND_south_L1,single,2017,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.",point,Drayton Passage,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072,IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",test,test,2017-05-05,47.17690,-122.72510,line,retain,WGS84,-1.6,turf,turf,10,1,10,6,0.87,87,869,87,145,999,Rocky Bay,Referred to as 'Anderson Island West 2' in final report. Turfs plant 5-15 shoots per staple (X= ~10 shoots/staple). Estimated number of PUs at test-transplant site as 869/10 = 87.
Anderson Island,Anderson Island West - South - north - HC - test - 2017,AND_south_L1,single,2017,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.",point,Drayton Passage,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072,IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",test,--,2017-05-05,47.17693,-122.72505,line,retain,WGS84,,,turf,,,0,,,,,,,,,
Anderson Island,Anderson Island South 1 - west - HC - large - 2017,AND_south_L2,single,2017,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.",polygon,Nisqually Reach,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072,IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",large scale,large scale,2017-06-02,47.13875,-122.72511,line,retain,WGS84,-1.6,turf,turf,40,4,160,155,20.50,2050,20500,128,132,1000,Rocky Bay,large scale area of 40 m X 4 m (160 m2). Planted with plants from Rocky Bay. Turfs plant 5-15 shoots per staple (X= ~10 shoots/staple). Estimated number of PUs at test-transplant site as 20500/10 = 2050.
Anderson Island,Anderson Island South 1 - east - HC - large - 2017,AND_south_L2,single,2017,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.",polygon,Nisqually Reach,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072,IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",large scale,--,2017-06-02,47.13892,-122.72556,line,retain,WGS84,,,turf,,,0,,,,,,,,,
